suburb,state,postcode,year,month,listings,properties,vr
Lugarno,NSW,2210,2019,5,99,4036,0.0245
Lugarno,NSW,2210,2019,6,98,4044,0.0242
Lugarno,NSW,2210,2019,7,106,4052,0.0262
Lugarno,NSW,2210,2019,8,106,4060,0.0261
Lugarno,NSW,2210,2019,9,95,4068,0.0234
Lugarno,NSW,2210,2019,10,87,4077,0.0213
Lugarno,NSW,2210,2019,11,90,4085,0.0220
Lugarno,NSW,2210,2019,12,86,4093,0.0210
Lugarno,NSW,2210,2020,1,81,4101,0.0198
Lugarno,NSW,2210,2020,2,89,4109,0.0217
Lugarno,NSW,2210,2020,3,88,4117,0.0214
Lugarno,NSW,2210,2020,4,98,4125,0.0238
Lugarno,NSW,2210,2020,5,81,4133,0.0196
Lugarno,NSW,2210,2020,6,72,4141,0.0174
Lugarno,NSW,2210,2020,7,73,4149,0.0176
Lugarno,NSW,2210,2020,8,73,4157,0.0176
Lugarno,NSW,2210,2020,9,68,4165,0.0163
Lugarno,NSW,2210,2020,10,77,4173,0.0185
Lugarno,NSW,2210,2020,11,67,4181,0.0160
Lugarno,NSW,2210,2020,12,75,4189,0.0179
Lugarno,NSW,2210,2021,1,92,4198,0.0219
Lugarno,NSW,2210,2021,2,112,4206,0.0266
Lugarno,NSW,2210,2021,3,112,4214,0.0266
Lugarno,NSW,2210,2021,4,93,4222,0.0220
Lugarno,NSW,2210,2021,5,80,4230,0.0189
Lugarno,NSW,2210,2021,6,89,4238,0.0210
Lugarno,NSW,2210,2021,7,86,4246,0.0203
Lugarno,NSW,2210,2021,8,71,4254,0.0167
Lugarno,NSW,2210,2021,9,63,4262,0.0148
Lugarno,NSW,2210,2021,10,58,4270,0.0136
Lugarno,NSW,2210,2021,11,69,4278,0.0161
Lugarno,NSW,2210,2021,12,74,4286,0.0173
Lugarno,NSW,2210,2022,1,68,4294,0.0158
Lugarno,NSW,2210,2022,2,80,4302,0.0186
Lugarno,NSW,2210,2022,3,64,4310,0.0148
Lugarno,NSW,2210,2022,4,53,4319,0.0123
Lugarno,NSW,2210,2022,5,50,4327,0.0116
Lugarno,NSW,2210,2022,6,47,4335,0.0108
Lugarno,NSW,2210,2022,7,47,4343,0.0108
Lugarno,NSW,2210,2022,8,51,4351,0.0117
Lugarno,NSW,2210,2022,9,47,4359,0.0108
Lugarno,NSW,2210,2022,10,34,4367,0.0078
Lugarno,NSW,2210,2022,11,41,4375,0.0094
Lugarno,NSW,2210,2022,12,49,4383,0.0112
Lugarno,NSW,2210,2023,1,31,4391,0.0071
Lugarno,NSW,2210,2023,2,30,4399,0.0068
Lugarno,NSW,2210,2023,3,28,4407,0.0064
Lugarno,NSW,2210,2023,4,23,4415,0.0052
Lugarno,NSW,2210,2023,5,30,4423,0.0068
Lugarno,NSW,2210,2023,6,30,4431,0.0068
Lugarno,NSW,2210,2023,7,36,4440,0.0081
Lugarno,NSW,2210,2023,8,32,4448,0.0072
Lugarno,NSW,2210,2023,9,45,4456,0.0101
Lugarno,NSW,2210,2023,10,42,4464,0.0094
Lugarno,NSW,2210,2023,11,48,4472,0.0107
Lugarno,NSW,2210,2023,12,54,4480,0.0121
Lugarno,NSW,2210,2024,1,46,4488,0.0102
Lugarno,NSW,2210,2024,2,40,4496,0.0089
Lugarno,NSW,2210,2024,3,34,4504,0.0075
Lugarno,NSW,2210,2024,4,39,4512,0.0086
Lugarno,NSW,2210,2024,5,36,4520,0.0080
Lugarno,NSW,2210,2024,6,42,4528,0.0093
Lugarno,NSW,2210,2024,7,33,4536,0.0073
Lugarno,NSW,2210,2024,8,39,4544,0.0086
Lugarno,NSW,2210,2024,9,41,4552,0.0090
Lugarno,NSW,2210,2024,10,46,4561,0.0101
Lugarno,NSW,2210,2024,11,49,4569,0.0107
Lugarno,NSW,2210,2024,12,64,4577,0.0140
Lugarno,NSW,2210,2025,1,49,4585,0.0107
Lugarno,NSW,2210,2025,2,50,4593,0.0109
Lugarno,NSW,2210,2025,3,43,4601,0.0093
Lugarno,NSW,2210,2025,4,41,4609,0.0089
Lugarno,NSW,2210,2025,5,37,4617,0.0080
Lugarno,NSW,2210,2025,6,36,4625,0.0078
Lugarno,NSW,2210,2025,7,39,4633,0.0084
Lugarno,NSW,2210,2025,8,40,4641,0.0086
Lugarno,NSW,2210,2025,9,46,4649,0.0099
Lugarno,NSW,2210,2025,10,34,4657,0.0073
Lugarno,NSW,2210,2025,11,39,4665,0.0084
Lugarno,NSW,2210,2025,12,42,4673,0.0090
Lugarno,NSW,2210,2026,1,34,4682,0.0073
Lugarno,NSW,2210,2026,2,23,4690,0.0049
Lugarno,NSW,2210,2026,3,19,4698,0.0040
Lugarno,NSW,2210,2026,4,38,4706,0.0081
Lugarno,NSW,2210,2026,5,36,4714,0.0076
Lugarno,NSW,2210,2026,6,41,4722,0.0087
Lugarno,NSW,2210,2026,7,30,4730,0.0063
Macksville,NSW,2447,2005,1,4,652,0.0061
Macksville,NSW,2447,2005,2,4,651,0.0061
Macksville,NSW,2447,2005,3,1,650,0.0015
Macksville,NSW,2447,2005,5,5,647,0.0077
Macksville,NSW,2447,2005,6,4,646,0.0062
Macksville,NSW,2447,2005,7,4,645,0.0062
Macksville,NSW,2447,2005,9,4,643,0.0062
Macksville,NSW,2447,2005,10,1,642,0.0016
Macksville,NSW,2447,2005,11,6,640,0.0094
Macksville,NSW,2447,2005,12,2,639,0.0031
Macksville,NSW,2447,2006,2,1,637,0.0016
Macksville,NSW,2447,2006,3,2,636,0.0031
Macksville,NSW,2447,2006,4,1,635,0.0016
Macksville,NSW,2447,2006,5,1,633,0.0016
Macksville,NSW,2447,2006,6,1,632,0.0016
Macksville,NSW,2447,2006,7,7,631,0.0111
Macksville,NSW,2447,2006,8,4,630,0.0063
Macksville,NSW,2447,2006,9,9,631,0.0143
Macksville,NSW,2447,2006,10,4,632,0.0063
Macksville,NSW,2447,2006,11,5,632,0.0079
Macksville,NSW,2447,2006,12,6,633,0.0095
Macksville,NSW,2447,2007,1,5,634,0.0079
Macksville,NSW,2447,2007,2,5,635,0.0079
Macksville,NSW,2447,2007,3,9,635,0.0142
Macksville,NSW,2447,2007,4,4,636,0.0063
Macksville,NSW,2447,2007,5,7,637,0.0110
Macksville,NSW,2447,2007,6,4,638,0.0063
Macksville,NSW,2447,2007,7,5,639,0.0078
Macksville,NSW,2447,2007,8,8,639,0.0125
Macksville,NSW,2447,2007,9,8,640,0.0125
Macksville,NSW,2447,2007,10,6,641,0.0094
Macksville,NSW,2447,2007,11,9,642,0.0140
Macksville,NSW,2447,2007,12,11,642,0.0171
Macksville,NSW,2447,2008,1,9,643,0.0140
Macksville,NSW,2447,2008,2,2,644,0.0031
Macksville,NSW,2447,2008,3,2,645,0.0031
Macksville,NSW,2447,2008,4,8,646,0.0124
Macksville,NSW,2447,2008,5,9,646,0.0139
Macksville,NSW,2447,2008,6,9,647,0.0139
Macksville,NSW,2447,2008,7,13,648,0.0201
Macksville,NSW,2447,2008,8,23,649,0.0354
Macksville,NSW,2447,2008,9,20,649,0.0308
Macksville,NSW,2447,2008,10,15,650,0.0231
Macksville,NSW,2447,2008,11,15,651,0.0230
Macksville,NSW,2447,2008,12,11,652,0.0169
Macksville,NSW,2447,2009,1,13,652,0.0199
Macksville,NSW,2447,2009,2,17,653,0.0260
Macksville,NSW,2447,2009,3,18,654,0.0275
Macksville,NSW,2447,2009,4,21,655,0.0321
Macksville,NSW,2447,2009,5,20,656,0.0305
Macksville,NSW,2447,2009,6,21,656,0.0320
Macksville,NSW,2447,2009,7,22,657,0.0335
Macksville,NSW,2447,2009,8,15,658,0.0228
Macksville,NSW,2447,2009,9,11,659,0.0167
Macksville,NSW,2447,2009,10,6,659,0.0091
Macksville,NSW,2447,2009,11,5,660,0.0076
Macksville,NSW,2447,2009,12,7,661,0.0106
Macksville,NSW,2447,2010,1,4,662,0.0060
Macksville,NSW,2447,2010,2,6,663,0.0090
Macksville,NSW,2447,2010,3,6,663,0.0090
Macksville,NSW,2447,2010,4,2,664,0.0030
Macksville,NSW,2447,2010,5,1,665,0.0015
Macksville,NSW,2447,2010,6,4,666,0.0060
Macksville,NSW,2447,2010,7,1,666,0.0015
Macksville,NSW,2447,2010,8,2,667,0.0030
Macksville,NSW,2447,2010,9,3,668,0.0045
Macksville,NSW,2447,2010,10,4,669,0.0060
Macksville,NSW,2447,2010,11,7,670,0.0104
Macksville,NSW,2447,2010,12,7,670,0.0104
Macksville,NSW,2447,2011,1,9,671,0.0134
Macksville,NSW,2447,2011,2,5,672,0.0074
Macksville,NSW,2447,2011,3,6,673,0.0089
Macksville,NSW,2447,2011,4,12,673,0.0178
Macksville,NSW,2447,2011,5,11,674,0.0163
Macksville,NSW,2447,2011,6,9,675,0.0133
Macksville,NSW,2447,2011,7,6,676,0.0089
Macksville,NSW,2447,2011,8,8,676,0.0118
Macksville,NSW,2447,2011,9,10,677,0.0148
Macksville,NSW,2447,2011,10,9,678,0.0133
Macksville,NSW,2447,2011,11,9,679,0.0133
Macksville,NSW,2447,2011,12,12,680,0.0176
Macksville,NSW,2447,2012,1,7,680,0.0103
Macksville,NSW,2447,2012,2,11,681,0.0162
Macksville,NSW,2447,2012,3,20,682,0.0293
Macksville,NSW,2447,2012,4,13,683,0.0190
Macksville,NSW,2447,2012,5,17,683,0.0249
Macksville,NSW,2447,2012,6,15,684,0.0219
Macksville,NSW,2447,2012,7,15,685,0.0219
Macksville,NSW,2447,2012,8,6,686,0.0087
Macksville,NSW,2447,2012,9,7,687,0.0102
Macksville,NSW,2447,2012,10,6,687,0.0087
Macksville,NSW,2447,2012,11,8,688,0.0116
Macksville,NSW,2447,2012,12,10,689,0.0145
Macksville,NSW,2447,2013,1,11,690,0.0159
Macksville,NSW,2447,2013,2,6,690,0.0087
Macksville,NSW,2447,2013,3,7,691,0.0101
Macksville,NSW,2447,2013,4,17,692,0.0246
Macksville,NSW,2447,2013,5,14,693,0.0202
Macksville,NSW,2447,2013,6,17,694,0.0245
Macksville,NSW,2447,2013,7,15,694,0.0216
Macksville,NSW,2447,2013,8,18,695,0.0259
Macksville,NSW,2447,2013,9,19,696,0.0273
Macksville,NSW,2447,2013,10,7,697,0.0100
Macksville,NSW,2447,2013,11,12,697,0.0172
Macksville,NSW,2447,2013,12,9,698,0.0129
Macksville,NSW,2447,2014,1,8,699,0.0114
Macksville,NSW,2447,2014,2,10,700,0.0143
Macksville,NSW,2447,2014,3,10,701,0.0143
Macksville,NSW,2447,2014,4,10,701,0.0143
Macksville,NSW,2447,2014,5,13,702,0.0185
Macksville,NSW,2447,2014,6,10,703,0.0142
Macksville,NSW,2447,2014,7,11,704,0.0156
Macksville,NSW,2447,2014,8,11,704,0.0156
Macksville,NSW,2447,2014,9,12,705,0.0170
Macksville,NSW,2447,2014,10,10,706,0.0142
Macksville,NSW,2447,2014,11,6,707,0.0085
Macksville,NSW,2447,2014,12,13,707,0.0184
Macksville,NSW,2447,2015,1,12,708,0.0169
Macksville,NSW,2447,2015,2,12,709,0.0169
Macksville,NSW,2447,2015,3,13,710,0.0183
Macksville,NSW,2447,2015,4,13,711,0.0183
Macksville,NSW,2447,2015,5,13,711,0.0183
Macksville,NSW,2447,2015,6,16,712,0.0225
Macksville,NSW,2447,2015,7,12,713,0.0168
Macksville,NSW,2447,2015,8,11,714,0.0154
Macksville,NSW,2447,2015,9,11,714,0.0154
Macksville,NSW,2447,2015,10,14,715,0.0196
Macksville,NSW,2447,2015,11,14,716,0.0196
Macksville,NSW,2447,2015,12,16,717,0.0223
Macksville,NSW,2447,2016,1,9,718,0.0125
Macksville,NSW,2447,2016,2,8,718,0.0111
Macksville,NSW,2447,2016,3,8,719,0.0111
Macksville,NSW,2447,2016,4,14,720,0.0194
Macksville,NSW,2447,2016,5,7,721,0.0097
Macksville,NSW,2447,2016,6,11,721,0.0153
Macksville,NSW,2447,2016,7,16,722,0.0222
Macksville,NSW,2447,2016,8,14,723,0.0194
Macksville,NSW,2447,2016,9,15,721,0.0208
Macksville,NSW,2447,2016,10,10,719,0.0139
Macksville,NSW,2447,2016,11,10,717,0.0139
Macksville,NSW,2447,2016,12,12,715,0.0168
Macksville,NSW,2447,2017,1,10,712,0.0140
Macksville,NSW,2447,2017,2,15,710,0.0211
Macksville,NSW,2447,2017,3,17,708,0.0240
Macksville,NSW,2447,2017,4,22,706,0.0312
Macksville,NSW,2447,2017,5,25,704,0.0355
Macksville,NSW,2447,2017,6,24,702,0.0342
Macksville,NSW,2447,2017,7,18,700,0.0257
Macksville,NSW,2447,2017,8,21,698,0.0301
Macksville,NSW,2447,2017,9,15,695,0.0216
Macksville,NSW,2447,2017,10,21,693,0.0303
Macksville,NSW,2447,2017,11,18,691,0.0260
Macksville,NSW,2447,2017,12,23,689,0.0334
Macksville,NSW,2447,2018,1,26,687,0.0378
Macksville,NSW,2447,2018,2,15,685,0.0219
Macksville,NSW,2447,2018,3,23,683,0.0337
Macksville,NSW,2447,2018,4,16,681,0.0235
Macksville,NSW,2447,2018,5,19,679,0.0280
Macksville,NSW,2447,2018,6,22,676,0.0325
Macksville,NSW,2447,2018,7,18,674,0.0267
Macksville,NSW,2447,2018,8,15,672,0.0223
Macksville,NSW,2447,2018,9,21,670,0.0313
Macksville,NSW,2447,2018,10,14,668,0.0210
Macksville,NSW,2447,2018,11,9,666,0.0135
Macksville,NSW,2447,2018,12,12,664,0.0181
Macksville,NSW,2447,2019,1,12,662,0.0181
Macksville,NSW,2447,2019,2,11,659,0.0167
Macksville,NSW,2447,2019,3,18,657,0.0274
Macksville,NSW,2447,2019,4,21,655,0.0321
Macksville,NSW,2447,2019,5,18,653,0.0276
Macksville,NSW,2447,2019,6,14,651,0.0215
Macksville,NSW,2447,2019,7,13,649,0.0200
Macksville,NSW,2447,2019,8,7,647,0.0108
Macksville,NSW,2447,2019,9,9,645,0.0140
Macksville,NSW,2447,2019,10,10,643,0.0156
Macksville,NSW,2447,2019,11,8,640,0.0125
Macksville,NSW,2447,2019,12,12,638,0.0188
Macksville,NSW,2447,2020,1,19,636,0.0299
Macksville,NSW,2447,2020,2,18,634,0.0284
Macksville,NSW,2447,2020,3,16,632,0.0253
Macksville,NSW,2447,2020,4,23,630,0.0365
Macksville,NSW,2447,2020,5,19,628,0.0303
Macksville,NSW,2447,2020,6,16,626,0.0256
Macksville,NSW,2447,2020,7,13,624,0.0208
Macksville,NSW,2447,2020,8,13,621,0.0209
Macksville,NSW,2447,2020,9,12,619,0.0194
Macksville,NSW,2447,2020,10,12,617,0.0194
Macksville,NSW,2447,2020,11,10,615,0.0163
Macksville,NSW,2447,2020,12,13,613,0.0212
Macksville,NSW,2447,2021,1,11,611,0.0180
Macksville,NSW,2447,2021,2,13,609,0.0213
Macksville,NSW,2447,2021,3,16,607,0.0264
Macksville,NSW,2447,2021,4,5,604,0.0083
Macksville,NSW,2447,2021,5,2,602,0.0033
Macksville,NSW,2447,2021,6,3,600,0.0050
Macksville,NSW,2447,2021,7,3,598,0.0050
Macksville,NSW,2447,2021,8,1,596,0.0017
Macksville,NSW,2447,2021,9,1,594,0.0017
Macksville,NSW,2447,2021,10,2,592,0.0034
Macksville,NSW,2447,2021,11,1,590,0.0017
Macksville,NSW,2447,2021,12,5,588,0.0085
Macksville,NSW,2447,2022,1,1,585,0.0017
Macksville,NSW,2447,2022,2,2,583,0.0034
Macksville,NSW,2447,2022,3,0,581,0.0000
Macksville,NSW,2447,2022,4,0,579,0.0000
Macksville,NSW,2447,2022,5,1,577,0.0017
Macksville,NSW,2447,2022,6,6,575,0.0104
Macksville,NSW,2447,2022,7,4,573,0.0070
Macksville,NSW,2447,2022,8,3,571,0.0053
Macksville,NSW,2447,2022,9,6,568,0.0106
Macksville,NSW,2447,2022,10,5,566,0.0088
Macksville,NSW,2447,2022,11,3,564,0.0053
Macksville,NSW,2447,2022,12,7,562,0.0125
Macksville,NSW,2447,2023,1,7,560,0.0125
Macksville,NSW,2447,2023,2,5,558,0.0090
Macksville,NSW,2447,2023,3,6,556,0.0108
Macksville,NSW,2447,2023,4,9,554,0.0162
Macksville,NSW,2447,2023,5,7,552,0.0127
Macksville,NSW,2447,2023,6,11,549,0.0200
Macksville,NSW,2447,2023,7,6,547,0.0110
Macksville,NSW,2447,2023,8,3,545,0.0055
Macksville,NSW,2447,2023,9,5,543,0.0092
Macksville,NSW,2447,2023,10,8,541,0.0148
Macksville,NSW,2447,2023,11,8,539,0.0148
Macksville,NSW,2447,2023,12,12,537,0.0223
Macksville,NSW,2447,2024,1,18,535,0.0336
Macksville,NSW,2447,2024,2,14,533,0.0263
Macksville,NSW,2447,2024,3,12,530,0.0226
Macksville,NSW,2447,2024,4,5,528,0.0095
Macksville,NSW,2447,2024,5,2,526,0.0038
Macksville,NSW,2447,2024,6,7,524,0.0134
Macksville,NSW,2447,2024,7,7,522,0.0134
Macksville,NSW,2447,2024,8,8,520,0.0154
Macksville,NSW,2447,2024,9,3,518,0.0058
Macksville,NSW,2447,2024,10,8,516,0.0155
Macksville,NSW,2447,2024,11,7,513,0.0136
Macksville,NSW,2447,2024,12,6,511,0.0117
Macksville,NSW,2447,2025,1,4,509,0.0079
Macksville,NSW,2447,2025,2,6,507,0.0118
Macksville,NSW,2447,2025,3,6,505,0.0119
Macksville,NSW,2447,2025,4,11,503,0.0219
Macksville,NSW,2447,2025,5,7,501,0.0140
Macksville,NSW,2447,2025,6,7,499,0.0140
Macksville,NSW,2447,2025,7,5,497,0.0101
Macksville,NSW,2447,2025,8,1,494,0.0020
Macksville,NSW,2447,2025,9,3,492,0.0061
Macksville,NSW,2447,2025,10,4,490,0.0082
Macksville,NSW,2447,2025,11,3,488,0.0061
Macksville,NSW,2447,2025,12,3,486,0.0062
Macksville,NSW,2447,2026,1,9,484,0.0186
Macksville,NSW,2447,2026,2,7,482,0.0145
Macksville,NSW,2447,2026,3,8,480,0.0167
Macksville,NSW,2447,2026,4,4,477,0.0084
Macksville,NSW,2447,2026,5,7,475,0.0147
Macksville,NSW,2447,2026,6,6,473,0.0127
Macksville,NSW,2447,2026,7,4,471,0.0085
Murrays Beach,NSW,2281,2005,1,21,1376,0.0153
Murrays Beach,NSW,2281,2005,2,35,1377,0.0254
Murrays Beach,NSW,2281,2005,3,50,1379,0.0363
Murrays Beach,NSW,2281,2005,4,52,1381,0.0377
Murrays Beach,NSW,2281,2005,5,48,1383,0.0347
Murrays Beach,NSW,2281,2005,6,52,1384,0.0376
Murrays Beach,NSW,2281,2005,7,37,1386,0.0267
Murrays Beach,NSW,2281,2005,8,23,1388,0.0166
Murrays Beach,NSW,2281,2005,9,49,1389,0.0353
Murrays Beach,NSW,2281,2005,10,39,1391,0.0280
Murrays Beach,NSW,2281,2005,11,35,1393,0.0251
Murrays Beach,NSW,2281,2005,12,31,1394,0.0222
Murrays Beach,NSW,2281,2006,1,22,1396,0.0158
Murrays Beach,NSW,2281,2006,2,34,1398,0.0243
Murrays Beach,NSW,2281,2006,3,48,1400,0.0343
Murrays Beach,NSW,2281,2006,4,24,1401,0.0171
Murrays Beach,NSW,2281,2006,5,37,1403,0.0264
Murrays Beach,NSW,2281,2006,6,38,1405,0.0270
Murrays Beach,NSW,2281,2006,7,29,1406,0.0206
Murrays Beach,NSW,2281,2006,8,42,1408,0.0298
Murrays Beach,NSW,2281,2006,9,28,1409,0.0199
Murrays Beach,NSW,2281,2006,10,29,1409,0.0206
Murrays Beach,NSW,2281,2006,11,40,1410,0.0284
Murrays Beach,NSW,2281,2006,12,24,1410,0.0170
Murrays Beach,NSW,2281,2007,1,21,1411,0.0149
Murrays Beach,NSW,2281,2007,2,20,1411,0.0142
Murrays Beach,NSW,2281,2007,3,26,1412,0.0184
Murrays Beach,NSW,2281,2007,4,30,1412,0.0212
Murrays Beach,NSW,2281,2007,5,32,1413,0.0226
Murrays Beach,NSW,2281,2007,6,20,1414,0.0141
Murrays Beach,NSW,2281,2007,7,27,1414,0.0191
Murrays Beach,NSW,2281,2007,8,40,1415,0.0283
Murrays Beach,NSW,2281,2007,9,20,1415,0.0141
Murrays Beach,NSW,2281,2007,10,20,1416,0.0141
Murrays Beach,NSW,2281,2007,11,31,1416,0.0219
Murrays Beach,NSW,2281,2007,12,14,1417,0.0099
Murrays Beach,NSW,2281,2008,1,13,1417,0.0092
Murrays Beach,NSW,2281,2008,2,18,1418,0.0127
Murrays Beach,NSW,2281,2008,3,23,1419,0.0162
Murrays Beach,NSW,2281,2008,4,15,1419,0.0106
Murrays Beach,NSW,2281,2008,5,24,1420,0.0169
Murrays Beach,NSW,2281,2008,6,24,1420,0.0169
Murrays Beach,NSW,2281,2008,7,14,1421,0.0099
Murrays Beach,NSW,2281,2008,8,21,1421,0.0148
Murrays Beach,NSW,2281,2008,9,25,1422,0.0176
Murrays Beach,NSW,2281,2008,10,34,1423,0.0239
Murrays Beach,NSW,2281,2008,11,39,1423,0.0274
Murrays Beach,NSW,2281,2008,12,32,1424,0.0225
Murrays Beach,NSW,2281,2009,1,32,1424,0.0225
Murrays Beach,NSW,2281,2009,2,34,1425,0.0239
Murrays Beach,NSW,2281,2009,3,27,1425,0.0189
Murrays Beach,NSW,2281,2009,4,22,1426,0.0154
Murrays Beach,NSW,2281,2009,5,22,1426,0.0154
Murrays Beach,NSW,2281,2009,6,20,1427,0.0140
Murrays Beach,NSW,2281,2009,7,31,1428,0.0217
Murrays Beach,NSW,2281,2009,8,30,1428,0.0210
Murrays Beach,NSW,2281,2009,9,21,1429,0.0147
Murrays Beach,NSW,2281,2009,10,12,1429,0.0084
Murrays Beach,NSW,2281,2009,11,13,1430,0.0091
Murrays Beach,NSW,2281,2009,12,15,1430,0.0105
Murrays Beach,NSW,2281,2010,1,10,1431,0.0070
Murrays Beach,NSW,2281,2010,2,19,1431,0.0133
Murrays Beach,NSW,2281,2010,3,20,1432,0.0140
Murrays Beach,NSW,2281,2010,4,18,1433,0.0126
Murrays Beach,NSW,2281,2010,5,7,1433,0.0049
Murrays Beach,NSW,2281,2010,6,11,1434,0.0077
Murrays Beach,NSW,2281,2010,7,9,1434,0.0063
Murrays Beach,NSW,2281,2010,8,17,1435,0.0118
Murrays Beach,NSW,2281,2010,9,12,1435,0.0084
Murrays Beach,NSW,2281,2010,10,12,1436,0.0084
Murrays Beach,NSW,2281,2010,11,9,1436,0.0063
Murrays Beach,NSW,2281,2010,12,14,1437,0.0097
Murrays Beach,NSW,2281,2011,1,10,1438,0.0070
Murrays Beach,NSW,2281,2011,2,16,1438,0.0111
Murrays Beach,NSW,2281,2011,3,10,1439,0.0069
Murrays Beach,NSW,2281,2011,4,12,1439,0.0083
Murrays Beach,NSW,2281,2011,5,14,1440,0.0097
Murrays Beach,NSW,2281,2011,6,22,1440,0.0153
Murrays Beach,NSW,2281,2011,7,13,1441,0.0090
Murrays Beach,NSW,2281,2011,8,9,1442,0.0062
Murrays Beach,NSW,2281,2011,9,9,1442,0.0062
Murrays Beach,NSW,2281,2011,10,14,1443,0.0097
Murrays Beach,NSW,2281,2011,11,5,1443,0.0035
Murrays Beach,NSW,2281,2011,12,7,1444,0.0048
Murrays Beach,NSW,2281,2012,1,5,1444,0.0035
Murrays Beach,NSW,2281,2012,2,7,1445,0.0048
Murrays Beach,NSW,2281,2012,3,13,1445,0.0090
Murrays Beach,NSW,2281,2012,4,15,1446,0.0104
Murrays Beach,NSW,2281,2012,5,13,1447,0.0090
Murrays Beach,NSW,2281,2012,6,17,1447,0.0117
Murrays Beach,NSW,2281,2012,7,13,1448,0.0090
Murrays Beach,NSW,2281,2012,8,14,1448,0.0097
Murrays Beach,NSW,2281,2012,9,11,1449,0.0076
Murrays Beach,NSW,2281,2012,10,9,1449,0.0062
Murrays Beach,NSW,2281,2012,11,10,1450,0.0069
Murrays Beach,NSW,2281,2012,12,15,1450,0.0103
Murrays Beach,NSW,2281,2013,1,20,1451,0.0138
Murrays Beach,NSW,2281,2013,2,16,1452,0.0110
Murrays Beach,NSW,2281,2013,3,21,1452,0.0145
Murrays Beach,NSW,2281,2013,4,20,1453,0.0138
Murrays Beach,NSW,2281,2013,5,27,1453,0.0186
Murrays Beach,NSW,2281,2013,6,25,1454,0.0172
Murrays Beach,NSW,2281,2013,7,27,1454,0.0186
Murrays Beach,NSW,2281,2013,8,34,1455,0.0234
Murrays Beach,NSW,2281,2013,9,24,1455,0.0165
Murrays Beach,NSW,2281,2013,10,18,1456,0.0124
Murrays Beach,NSW,2281,2013,11,16,1457,0.0110
Murrays Beach,NSW,2281,2013,12,20,1457,0.0137
Murrays Beach,NSW,2281,2014,1,18,1458,0.0123
Murrays Beach,NSW,2281,2014,2,24,1458,0.0165
Murrays Beach,NSW,2281,2014,3,32,1459,0.0219
Murrays Beach,NSW,2281,2014,4,24,1459,0.0164
Murrays Beach,NSW,2281,2014,5,23,1460,0.0158
Murrays Beach,NSW,2281,2014,6,40,1460,0.0274
Murrays Beach,NSW,2281,2014,7,28,1461,0.0192
Murrays Beach,NSW,2281,2014,8,27,1462,0.0185
Murrays Beach,NSW,2281,2014,9,28,1462,0.0192
Murrays Beach,NSW,2281,2014,10,23,1463,0.0157
Murrays Beach,NSW,2281,2014,11,19,1463,0.0130
Murrays Beach,NSW,2281,2014,12,29,1464,0.0198
Murrays Beach,NSW,2281,2015,1,28,1464,0.0191
Murrays Beach,NSW,2281,2015,2,30,1465,0.0205
Murrays Beach,NSW,2281,2015,3,32,1466,0.0218
Murrays Beach,NSW,2281,2015,4,33,1466,0.0225
Murrays Beach,NSW,2281,2015,5,27,1467,0.0184
Murrays Beach,NSW,2281,2015,6,26,1467,0.0177
Murrays Beach,NSW,2281,2015,7,27,1468,0.0184
Murrays Beach,NSW,2281,2015,8,45,1468,0.0307
Murrays Beach,NSW,2281,2015,9,29,1469,0.0197
Murrays Beach,NSW,2281,2015,10,32,1469,0.0218
Murrays Beach,NSW,2281,2015,11,30,1470,0.0204
Murrays Beach,NSW,2281,2015,12,26,1471,0.0177
Murrays Beach,NSW,2281,2016,1,18,1471,0.0122
Murrays Beach,NSW,2281,2016,2,27,1472,0.0183
Murrays Beach,NSW,2281,2016,3,22,1472,0.0149
Murrays Beach,NSW,2281,2016,4,18,1473,0.0122
Murrays Beach,NSW,2281,2016,5,29,1473,0.0197
Murrays Beach,NSW,2281,2016,6,23,1474,0.0156
Murrays Beach,NSW,2281,2016,7,13,1474,0.0088
Murrays Beach,NSW,2281,2016,8,13,1475,0.0088
Murrays Beach,NSW,2281,2016,9,12,1473,0.0081
Murrays Beach,NSW,2281,2016,10,11,1471,0.0075
Murrays Beach,NSW,2281,2016,11,11,1470,0.0075
Murrays Beach,NSW,2281,2016,12,12,1468,0.0082
Murrays Beach,NSW,2281,2017,1,18,1466,0.0123
Murrays Beach,NSW,2281,2017,2,17,1464,0.0116
Murrays Beach,NSW,2281,2017,3,20,1463,0.0137
Murrays Beach,NSW,2281,2017,4,23,1461,0.0157
Murrays Beach,NSW,2281,2017,5,18,1459,0.0123
Murrays Beach,NSW,2281,2017,6,10,1457,0.0069
Murrays Beach,NSW,2281,2017,7,10,1456,0.0069
Murrays Beach,NSW,2281,2017,8,11,1454,0.0076
Murrays Beach,NSW,2281,2017,9,10,1452,0.0069
Murrays Beach,NSW,2281,2017,10,11,1450,0.0076
Murrays Beach,NSW,2281,2017,11,15,1449,0.0104
Murrays Beach,NSW,2281,2017,12,13,1447,0.0090
Murrays Beach,NSW,2281,2018,1,23,1445,0.0159
Murrays Beach,NSW,2281,2018,2,23,1443,0.0159
Murrays Beach,NSW,2281,2018,3,18,1441,0.0125
Murrays Beach,NSW,2281,2018,4,15,1440,0.0104
Murrays Beach,NSW,2281,2018,5,15,1438,0.0104
Murrays Beach,NSW,2281,2018,6,22,1436,0.0153
